variant,variant_label,base_method,rebalance_date,asset,sector,signal_source_date,lagged_sector_signal,sector_signal_z,tilt_multiplier,base_target_weight,target_weight,pretrade_weight,turnover,transaction_cost,tilt_strength
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,TMUS,Comm,2022-12-30,0.000968999999999998,-0.9021038606815478,0.8349188269116083,1.3458471217772718e-17,1.1929631662495263e-17,0.0,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,TTWO,Comm,2022-12-30,0.000968999999999998,-0.9021038606815478,0.8349188269116083,0.027993917567442086,0.024813897504853973,0.02455515363666452,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,UPS,Industrials,2022-12-30,0.06728159999999998,0.3405273644998631,1.0704782089657559,6.870778349620803e-18,7.808557630277836e-18,0.0020963593550848455,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,USB,Financials,2022-12-30,0.011346666666666668,-0.7076368567558339,0.8680314160670152,1.9131944445309262e-17,1.7631189167093106e-17,1.8026768177401394e-18,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,V,Financials,2022-12-30,0.011346666666666668,-0.7076368567558339,0.8680314160670152,0.0,0.0,0.0,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,WFC,Financials,2022-12-30,0.011346666666666668,-0.7076368567558339,0.8680314160670152,1.3213826633930885e-18,1.2177302608733482e-18,3.449591352523441e-18,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,WMT,Consumer,2022-12-30,0.0881638937142857,0.7318404818075984,1.1576222261639113,0.09999999999999998,0.1,0.09537390669641564,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-01-03,XOM,Energy,2022-12-30,0.1789859693877551,2.0,1.4918246976412703,0.005862221730909172,0.00928468307740648,0.019919617602318817,0.08937733754793668,8.937733754793669e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,ABBV,Healthcare,2023-01-31,0.06887449747952111,0.27890219043585945,1.057365501056337,0.1,0.1,0.08716137351836081,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,ABT,Healthcare,2023-01-31,0.06887449747952111,0.27890219043585945,1.057365501056337,0.0,0.0,3.348012630855896e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,ADBE,Tech,2023-01-31,0.0002568472727272743,-1.3320883774775447,0.7661190715030893,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,AEP,Utilities,2023-01-31,0.13298072916666667,1.7839746358084887,1.4287428434589144,0.0,0.0,3.2370794079202116e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,AMD,Tech,2023-01-31,0.0002568472727272743,-1.3320883774775447,0.7661190715030893,4.120851506445509e-17,3.2062714715874016e-17,3.1681249039082616e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,AMGN,Healthcare,2023-01-31,0.06887449747952111,0.27890219043585945,1.057365501056337,0.1,0.1,0.0907578704750939,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,AMT,RealEstate,2023-01-31,0.07016437500000001,0.30918565996582165,1.0637890734121596,1.884806799249104e-17,2.0362890084320535e-17,1.6641187324556864e-19,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,BA,Industrials,2023-01-31,0.05408310302819354,-0.06836701618317005,0.9864196531261743,0.0,0.0,3.322528293986443e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,CAT,Industrials,2023-01-31,0.05408310302819354,-0.06836701618317005,0.9864196531261743,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,CCI,RealEstate,2023-01-31,0.07016437500000001,0.30918565996582165,1.0637890734121596,8.727718338696658e-18,9.42916638928679e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,CMCSA,Comm,2023-01-31,-0.01380234375,-1.66216706804547,0.7171764214636794,0.0,0.0,6.30239549393655e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,COP,Energy,2023-01-31,0.08933233459955682,0.7592069304111018,1.1639755990595042,3.240638906383301e-18,3.830818445277952e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,CVX,Energy,2023-01-31,0.08933233459955682,0.7592069304111018,1.1639755990595042,0.06381029467302073,0.07543131490229549,0.09703731856408337,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,D,Utilities,2023-01-31,0.13298072916666667,1.7839746358084887,1.4287428434589144,0.027520100784095315,0.039932007141103704,0.02380901608480245,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,DD,Materials,2023-01-31,0.0205828125,-0.8548796976963459,0.8428418523909507,0.0,0.0,3.812479210646974e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,DIS,Consumer,2023-01-31,0.09473192716769248,0.8859774139765767,1.1938644502777096,9.36045195029562e-18,1.1349295156838206e-17,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,DOW,Materials,2023-01-31,0.0205828125,-0.8548796976963459,0.8428418523909507,4.667753100032332e-18,3.9954989511924714e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,DUK,Utilities,2023-01-31,0.13298072916666667,1.7839746358084887,1.4287428434589144,0.050064569298929586,0.07264431022420247,0.07699484504292045,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,EA,Comm,2023-01-31,-0.01380234375,-1.66216706804547,0.7171764214636794,0.1,0.07283549144496478,0.0934376824707983,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,GE,Industrials,2023-01-31,0.05408310302819354,-0.06836701618317005,0.9864196531261743,1.852557502794284e-20,1.8558824532632577e-20,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,GILD,Healthcare,2023-01-31,0.06887449747952111,0.27890219043585945,1.057365501056337,0.05400087893405018,0.05798865250550464,0.06276644925263372,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,GS,Financials,2023-01-31,0.052746620370370374,-0.09974467119531706,0.9802487291759364,8.39906955516199e-18,8.361506231546225e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,INTC,Tech,2023-01-31,0.0002568472727272743,-1.3320883774775447,0.7661190715030893,1.0932205238224355e-17,8.505916246201091e-18,7.865518600430701e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,KO,Consumer,2023-01-31,0.09473192716769248,0.8859774139765767,1.1938644502777096,0.09999999999999999,0.1,0.09648427445958839,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,MMM,Industrials,2023-01-31,0.05408310302819354,-0.06836701618317005,0.9864196531261743,0.0,0.0,0.00019207621386934087,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,MRK,Healthcare,2023-01-31,0.06887449747952111,0.27890219043585945,1.057365501056337,0.1,0.1,0.09142675098579423,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,MS,Financials,2023-01-31,0.052746620370370374,-0.09974467119531706,0.9802487291759364,2.335160685768454e-18,2.3247171008024956e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,NEE,Utilities,2023-01-31,0.13298072916666667,1.7839746358084887,1.4287428434589144,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,NEM,Materials,2023-01-31,0.0205828125,-0.8548796976963459,0.8428418523909507,0.01716838784822017,0.014695780640315815,0.025273852790060575,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,NKE,Consumer,2023-01-31,0.09473192716769248,0.8859774139765767,1.1938644502777096,0.0,0.0,1.3165297319857398e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,NUE,Materials,2023-01-31,0.0205828125,-0.8548796976963459,0.8428418523909507,0.0,0.0,1.5318789236354496e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,NVDA,Tech,2023-01-31,0.0002568472727272743,-1.3320883774775447,0.7661190715030893,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,O,RealEstate,2023-01-31,0.07016437500000001,0.30918565996582165,1.0637890734121596,0.09999999999999999,0.1,0.08676086197082168,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,OXY,Energy,2023-01-31,0.08933233459955682,0.7592069304111018,1.1639755990595042,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,PLD,RealEstate,2023-01-31,0.07016437500000001,0.30918565996582165,1.0637890734121596,0.0,0.0,4.4333474225637465e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,PSA,RealEstate,2023-01-31,0.07016437500000001,0.30918565996582165,1.0637890734121596,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,QCOM,Tech,2023-01-31,0.0002568472727272743,-1.3320883774775447,0.7661190715030893,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,SBUX,Consumer,2023-01-31,0.09473192716769248,0.8859774139765767,1.1938644502777096,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,SHW,Materials,2023-01-31,0.0205828125,-0.8548796976963459,0.8428418523909507,7.856832146444773e-18,6.725283863149905e-18,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,SLB,Energy,2023-01-31,0.08933233459955682,0.7592069304111018,1.1639755990595042,0.0,0.0,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,SO,Utilities,2023-01-31,0.13298072916666667,1.7839746358084887,1.4287428434589144,3.3807923205673883e-19,4.905571536478786e-19,1.0015985320338352e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,T,Comm,2023-01-31,-0.01380234375,-1.66216706804547,0.7171764214636794,0.054395165669575286,0.03961898623773792,0.0295619767744089,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,TMUS,Comm,2023-01-31,-0.01380234375,-1.66216706804547,0.7171764214636794,6.723311104979179e-18,4.896956684685476e-18,1.2734085781265457e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,TTWO,Comm,2023-01-31,-0.01380234375,-1.66216706804547,0.7171764214636794,0.02689605305416974,0.019589872421302987,0.027006014647812722,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,UPS,Industrials,2023-01-31,0.05408310302819354,-0.06836701618317005,0.9864196531261743,1.271287304017053e-18,1.2735689969260806e-18,8.327454101339898e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,USB,Financials,2023-01-31,0.052746620370370374,-0.09974467119531706,0.9802487291759364,0.0,0.0,2.0151377645524564e-17,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,V,Financials,2023-01-31,0.052746620370370374,-0.09974467119531706,0.9802487291759364,1.2740960442787533e-17,1.2683978795338984e-17,0.0,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,WFC,Financials,2023-01-31,0.052746620370370374,-0.09974467119531706,0.9802487291759364,7.429724001327824e-18,7.396495900857318e-18,1.3835060622670409e-18,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,WMT,Consumer,2023-01-31,0.09473192716769248,0.8859774139765767,1.1938644502777096,0.1,0.1,0.10155576101643653,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-02-01,XOM,Energy,2023-01-31,0.08933233459955682,0.7592069304111018,1.1639755990595042,0.006144549737939169,0.007263584482572103,0.009773875732514673,0.07358886910997145,7.358886910997145e-05,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,ABBV,Healthcare,2023-02-28,0.01263213223140496,-1.0630105351897134,0.8084777608373745,0.09999999999999999,0.09392774787385635,0.10939233595932382,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,ABT,Healthcare,2023-02-28,0.01263213223140496,-1.0630105351897134,0.8084777608373745,3.8357801085119226e-18,3.6028618693186124e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,ADBE,Tech,2023-02-28,0.1586144742857143,1.9315408163983143,1.4715380749492277,2.449065149917491e-18,4.186949022100004e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,AEP,Utilities,2023-02-28,0.1310544,1.3661980732914196,1.3142151123048473,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,AMD,Tech,2023-02-28,0.1586144742857143,1.9315408163983143,1.4715380749492277,0.0,0.0,3.520944120569659e-17,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,AMGN,Healthcare,2023-02-28,0.01263213223140496,-1.0630105351897134,0.8084777608373745,0.1,0.09392774787385637,0.09724128776440218,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,AMT,RealEstate,2023-02-28,0.014626666666666666,-1.0220964376019397,0.8151205296616587,7.876166622484534e-18,7.458690009723639e-18,1.8955645563156974e-17,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,BA,Industrials,2023-02-28,0.06589274999999999,0.02953019734644764,1.0059235145062098,4.016376004838781e-18,4.693806211624434e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,CAT,Industrials,2023-02-28,0.06589274999999999,0.02953019734644764,1.0059235145062098,6.5357334253518794e-18,7.638096162430762e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,CCI,RealEstate,2023-02-28,0.014626666666666666,-1.0220964376019397,0.8151205296616587,0.0,0.0,8.741911840474827e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,CMCSA,Comm,2023-02-28,0.07108833333333332,0.13610775237247552,1.0275954418035103,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,COP,Energy,2023-02-28,0.0551038888888889,-0.19178286125863941,0.9623697253643014,1.776739507384514e-18,1.9865136012107353e-18,3.426970269406026e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,CVX,Energy,2023-02-28,0.0551038888888889,-0.19178286125863941,0.9623697253643014,0.06987731909262776,0.07812751628289567,0.0738339076029499,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,D,Utilities,2023-02-28,0.1310544,1.3661980732914196,1.3142151123048473,3.6025141755582054e-17,5.5004470270975505e-17,0.03665199737774797,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,DD,Materials,2023-02-28,0.0,-1.3221348108703952,0.7676457139941381,7.88584516116479e-18,7.03290751131094e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,DIS,Consumer,2023-02-28,0.08995418540433925,0.5231049879495909,1.1102897281202058,0.0,0.0,1.0943542644285017e-17,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,DOW,Materials,2023-02-28,0.0,-1.3221348108703952,0.7676457139941381,0.0,0.0,4.093688775743372e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,DUK,Utilities,2023-02-28,0.1310544,1.3661980732914196,1.3142151123048473,0.09917434820896057,0.1,0.07091082796203922,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,EA,Comm,2023-02-28,0.07108833333333332,0.13610775237247552,1.0275954418035103,0.09999999999999999,0.1,0.06606013417944091,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,GE,Industrials,2023-02-28,0.06589274999999999,0.02953019734644764,1.0059235145062098,0.0,0.0,2.051506953643581e-20,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,GILD,Healthcare,2023-02-28,0.01263213223140496,-1.0630105351897134,0.8084777608373745,0.028958867826899045,0.02720041235957304,0.05842619819370509,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,GS,Financials,2023-02-28,0.04556489879261363,-0.38745718243755967,0.9254349493364497,1.493833364830999e-18,1.606104811534591e-18,8.441415517412506e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,INTC,Tech,2023-02-28,0.1586144742857143,1.9315408163983143,1.4715380749492277,4.36477359333215e-18,7.462065486051137e-18,7.976399053324141e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,KO,Consumer,2023-02-28,0.08995418540433925,0.5231049879495909,1.1102897281202058,0.09999999999999999,0.1,0.10192099990587686,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,MMM,Industrials,2023-02-28,0.06589274999999999,0.02953019734644764,1.0059235145062098,5.8704245304176695e-18,6.860571593035638e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,MRK,Healthcare,2023-02-28,0.01263213223140496,-1.0630105351897134,0.8084777608373745,0.09999999999999999,0.09392774787385635,0.10387694748480074,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,MS,Financials,2023-02-28,0.04556489879261363,-0.38745718243755967,0.9254349493364497,0.0,0.0,2.420619511870185e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,NEE,Utilities,2023-02-28,0.1310544,1.3661980732914196,1.3142151123048473,1.9130258154960945e-18,2.9208759901620403e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,NEM,Materials,2023-02-28,0.0,-1.3221348108703952,0.7676457139941381,0.011821945559061062,0.010543276975571359,0.012716062484406399,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,NKE,Consumer,2023-02-28,0.08995418540433925,0.5231049879495909,1.1102897281202058,5.286018258895035e-18,6.818530886335701e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,NUE,Materials,2023-02-28,0.0,-1.3221348108703952,0.7676457139941381,3.7410592729745365e-18,3.3364241021029415e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,NVDA,Tech,2023-02-28,0.1586144742857143,1.9315408163983143,1.4715380749492277,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,O,RealEstate,2023-02-28,0.014626666666666666,-1.0220964376019397,0.8151205296616587,0.09999999999999999,0.09469949490950201,0.09940495339410223,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,OXY,Energy,2023-02-28,0.0551038888888889,-0.19178286125863941,0.9623697253643014,3.292353960184396e-18,3.681071926820675e-18,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,PLD,RealEstate,2023-02-28,0.014626666666666666,-1.0220964376019397,0.8151205296616587,1.2819006125620198e-17,1.2139534053380448e-17,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,PSA,RealEstate,2023-02-28,0.014626666666666666,-1.0220964376019397,0.8151205296616587,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,QCOM,Tech,2023-02-28,0.1586144742857143,1.9315408163983143,1.4715380749492277,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,SBUX,Consumer,2023-02-28,0.08995418540433925,0.5231049879495909,1.1102897281202058,6.880971586495374e-19,8.875890129884763e-19,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,SHW,Materials,2023-02-28,0.0,-1.3221348108703952,0.7676457139941381,0.0,0.0,6.625964174230661e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,SLB,Energy,2023-02-28,0.0551038888888889,-0.19178286125863941,0.9623697253643014,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,SO,Utilities,2023-02-28,0.1310544,1.3661980732914196,1.3142151123048473,7.802052276474499e-19,1.191245145974873e-18,4.850275931243212e-19,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,T,Comm,2023-02-28,0.07108833333333332,0.13610775237247552,1.0275954418035103,0.06993627085148782,0.08349307794522547,0.03862599296579706,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,TMUS,Comm,2023-02-28,0.07108833333333332,0.13610775237247552,1.0275954418035103,3.0092040896686494e-18,3.592523715559975e-18,4.897241726944682e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,TTWO,Comm,2023-02-28,0.07108833333333332,0.13610775237247552,1.0275954418035103,0.020231248460963715,0.024152977905663255,0.019904821274835376,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,UPS,Industrials,2023-02-28,0.06589274999999999,0.02953019734644764,1.0059235145062098,1.2957190059486377e-18,1.5142640806822767e-18,1.3293348982790502e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,USB,Financials,2023-02-28,0.04556489879261363,-0.38745718243755967,0.9254349493364497,0.0,0.0,0.0,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,V,Financials,2023-02-28,0.04556489879261363,-0.38745718243755967,0.9254349493364497,0.0,0.0,1.2751495450153727e-17,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,WFC,Financials,2023-02-28,0.04556489879261363,-0.38745718243755967,0.9254349493364497,0.0,0.0,7.80073706453114e-18,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,WMT,Consumer,2023-02-28,0.08995418540433925,0.5231049879495909,1.1102897281202058,0.1,0.1,0.10375074536024263,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-03-01,XOM,Energy,2023-02-28,0.0551038888888889,-0.19178286125863941,0.9623697253643014,1.2978611754688416e-17,1.451095597771407e-17,0.0072827880903294185,0.11643788814872191,0.00011643788814872192,0.2
coverage_aware_finance,Coverage-aware finance tilt,minimum_variance,2023-04-03,ABBV,Healthcare,2023-03-31,0.07146694214876033,-0.04318213890751474,0.9914007590301693,0.09999999999999999,0.1,0.09396705220587886,0.07252715073439973,7.252715073439974e-05,0.2
